bad_flag,transact_id,weight,numeric1,numeric2,numeric3,numeric4,numeric5,character1,character2,character3,character4,character5,numeric6,numeric7,character6,character7,numeric8,character8
0,1426,2.1717108911,57.114942504,,,1.6868143365,5,2,2,11,,Y,946.47418916,627,9,71,950.70886646,72
0,1427,0.794665986,221.06479894,71,,2.5844610324,5,6,1,67,,Y,710.84528128,627,8,56,718.861799,56
0,1428,0.5545289256,48.479371373,110,,1.4202334124,5,3,2,8,,Y,1293.0405308,615,6,79,1296.4299034,80
0,1429,1.1995645515,160.91499808,6,,4.7903282797,5,2,5,99,,Y,721.37753941,612,8,61,731.763293,62
1,1430,0.6110347865,159.28635174,77,,1.8209953689,5,3,2,74,,Y,1058.9182973,525,12,66,1070.4965305,69
1,1431,1.5695814872,42.854240471,138,,1.4598447099,5,3,0,13,,Y,992.13494843,512,6,44,1008.3661103,47
0,1432,1.9753516634,111.32610192,4,,4.4941202197,5,5,5,92,,Y,943.71892091,616,7,80,957.06631801,81
0,1433,0.9823649766,233.51484223,12,,2.3968357654,5,2,6,98,,Y,840.1967456,618,14,72,842.57858378,75
0,1434,0.8680354873,176.34859017,13,,6.0186398845,5,5,4,100,,Y,913.16089111,605,6,58,925.89975458,60
1,1435,0.9489547351,318.5319108,83,,2.0267706178,5,5,1,67,,Y,1080.0629404,495,19,48,1084.6931101,49
0,1436,0.8076503669,270.64556569,77,,2.4292917676,5,3,1,83,,Y,1145.9501285,585,7,79,1149.3622343,81
1,1437,0.9046366361,224.746412,93,,4.2981825447,5,0,0,90,,Y,1084.304586,503,12,52,1099.610433,52
1,1438,1.114183781,116.14402573,41,,1.921750713,5,1,3,41,,Y,1032.7316798,513,10,58,1051.6470351,60
1,1439,1.0925381161,148.40776531,8,,5.2283147577,5,2,2,101,,Y,1072.6888366,476,12,49,1090.0237048,50
1,1440,0.6266631558,189.22879564,12,,8.156591555,5,0,4,108,,Y,937.52122973,457,13,58,938.99350228,60
1,1441,4.420073944,160.31696007,76,,3.5007054408,5,4,1,76,,Y,1036.7010305,500,8,54,1051.3462977,56
1,1442,2.8142518132,193.13846872,9,,3.2853738089,5,1,1,104,,Y,1116.0571437,506,11,52,1127.8778082,52
1,1443,0.6081067096,202.33383147,73,,4.3373759345,5,4,1,85,,Y,925.20907638,465,7,48,925.29982372,49
1,1444,1.8961390076,53.34935329,118,,1.1790169425,5,7,1,8,,Y,1037.0400624,483,13,49,1046.9799651,52
1,1445,0.5892931831,189.8099739,11,,5.4910159052,5,3,4,113,,Y,886.27048262,461,12,41,889.77159938,42
0,1446,1.7201820126,156.72832979,83,,3.7682483873,5,5,3,78,,Y,1050.2316126,565,5,75,1064.3119492,76
0,1447,0.5183325399,101.4215379,13,,5.6281297854,5,3,4,90,,Y,971.61674548,599,8,66,976.9002115,68
1,1448,1.8360073689,119.86957502,48,,0.7683642984,5,1,3,42,,Y,1005.8403507,519,8,47,1010.5425578,49
1,1449,4.3225163589,206.82911684,12,,4.9092723578,5,2,5,110,,Y,965.57493083,485,10,58,977.16568299,59
0,1450,0.8329198372,124.71325763,14,,5.9716493813,5,2,3,101,,Y,658.32111646,629,9,78,676.77216948,86
0,1451,1.2562741056,44.269219975,120,,1.4366778786,5,6,1,10,,Y,791.49175145,558,9,72,809.80611057,73
0,1452,0.5369363332,144.8698615,46,,2.0987585792,5,0,5,49,,Y,774.87757952,619,8,65,780.02348601,68
1,1453,1.5659311919,196.77328011,66,,2.9151246815,5,5,1,79,,Y,921.78681629,514,11,41,931.66454552,42
0,1454,0.7891846787,181.86192006,80,,3.3794786134,5,3,3,83,,Y,984.91965619,577,4,66,993.51247731,68
0,1455,1.958205625,192.87762694,10,,3.8903092894,5,3,3,93,,Y,1135.2309617,547,3,62,1142.1011573,64
0,1456,0.9430950724,204.43884302,7,,7.3403187081,5,3,3,97,,Y,588.83871391,568,6,76,599.5090061,76
0,1457,0.7751198643,246.67247634,90,,4.5734194074,5,1,2,85,,Y,1156.322915,598,3,66,1167.1474797,67
1,1458,0.8160016879,159.07186323,7,,6.0442753588,5,3,1,93,,Y,1019.5123943,502,10,49,1033.4078884,49
0,1459,0.5792379729,77.268362549,11,,4.9065633534,5,3,3,102,,Y,1169.9614941,599,10,79,1177.2671194,81
0,1460,1.4469220477,102.67324505,50,,2.8433158106,5,1,5,47,,Y,647.86161349,622,5,78,659.84244424,79
1,1461,0.5160062352,198.31385378,79,,4.3027662496,5,3,3,69,test,Y,1100.3985293,505,9,51,1118.9147585,53
1,1462,1.5307142662,138.98974736,8,,3.5464050408,5,3,2,101,,Y,1101.9951044,517,7,56,1121.6913615,57
0,1463,1.2766524789,52.668654458,131,,1.3793745331,5,4,2,9,,Y,623.13052207,588,14,79,629.93547093,82
1,1464,1.2711316104,123.31800529,35,,2.9019508754,5,1,2,60,,Y,992.5933664,501,6,43,1010.8971455,45
1,1465,0.587555051,49.61215755,137,,1.5673586747,5,6,0,8,,Y,967.88475755,489,11,48,981.76786307,51
1,1466,0.867928045,218.30600295,94,,2.3099198164,5,6,1,86,,Y,1085.3616584,517,6,58,1095.3131041,61
1,1467,1.3301057592,240.27702475,58,,3.9668676593,5,3,2,79,,Y,982.66359074,483,5,58,1001.054423,60
1,1468,1.6874980681,132.00431452,91,,2.4907548003,5,4,1,75,,Y,965.10986709,533,8,51,971.99811276,52
0,1469,1.4530482758,176.05953585,9,,4.2368052871,5,0,3,113,,Y,689.96572513,582,3,68,697.59963381,69
1,1470,1.7925525008,130.13882098,11,,4.8043058845,5,1,5,102,test,Y,988.33979887,507,7,46,1000.6548867,48
0,1471,1.3723924677,65.975986448,55,,0.5987396087,5,1,6,,,Y,898.1158644,580,6,81,906.59333278,82
0,1472,1.378526658,222.41788256,73,,3.8762628045,5,2,2,91,,Y,1031.7273183,595,8,65,1041.3727754,66
1,1473,0.9881524754,51.207033193,97,,1.2666893486,5,3,1,,,Y,1150.1024695,496,3,51,1168.7549725,53
1,1474,0.6313166893,40.178959959,128,,1.5388095538,5,4,2,11,,Y,992.59710143,490,11,45,1006.5405916,47
0,1475,0.8508785274,210.74766299,77,,2.1478468299,5,2,3,,,Y,871.9824625,597,5,68,885.52674016,69
0,1476,0.9088548038,90.218578158,51,,0.4580300081,5,2,4,42,,Y,630.32138944,582,6,69,646.17097776,72
1,1477,1.5713467207,121.93391915,68,,2.9889735565,5,6,4,86,,Y,1002.713813,504,9,55,1020.1432478,58
0,1478,3.4972016982,224.64081525,74,,4.6555978505,5,3,3,83,,Y,704.14803496,628,14,59,722.3775265,62
1,1479,1.5932965933,49.638882809,142,,1.3077134979,5,2,4,5,,Y,1045.1137552,507,8,45,1064.6175061,45
1,1480,3.5298236451,134.15714177,11,,3.5823350389,5,1,7,93,,Y,995.37432598,491,9,46,999.50491817,50
0,1481,1.0686864379,120.93090579,64,,2.0111413846,5,0,3,76,,Y,1048.4503369,558,7,66,1066.7396866,68
0,1482,0.9507318795,48.901675465,102,,1.4081391934,5,6,1,8,,Y,757.87706094,553,8,70,760.37062733,73
1,1483,1.0471098451,165.45720298,10,,3.0957069749,5,0,2,95,,Y,958.45435746,451,11,56,966.78124342,57
0,1484,0.5953002848,234.49936665,71,,2.9449142463,5,3,1,68,,Y,597.44415177,618,4,87,597.73121664,88
0,1485,0.7161791039,223.45277645,,,4.3397573023,5,5,1,85,,Y,1144.6390096,595,12,59,1157.5722842,62
1,1486,0.7881117724,189.10828214,8,,4.3686001612,5,2,3,111,,Y,1043.1391606,502,9,61,1062.6725822,65
1,1487,1.2583909819,86.432562293,8,,4.7833341542,5,4,6,107,,Y,941.16692992,510,12,49,960.60174238,52
0,1488,0.5091750879,281.88740304,98,,1.9172984006,5,2,0,76,,Y,769.36751032,596,7,81,784.95218373,82
1,1489,0.6336836954,188.38946089,6,,6.8923203248,5,4,6,105,,Y,1051.3217966,519,9,43,1052.0465026,48
1,1490,0.5765131386,149.79863797,8,,5.4913201565,5,1,0,94,,Y,1064.9962431,505,9,59,1070.055292,60
0,1491,0.8956842413,49.671862851,9,,4.7207475577,5,0,4,102,,Y,986.42122961,613,3,87,991.29311616,89
0,1492,1.7640603736,49.70685807,119,,1.2091898049,5,6,1,9,,Y,621.05505042,617,10,49,635.74119199,50
0,1493,1.2665226248,210.55795758,95,,3.0355682537,5,4,1,75,,Y,998.28463109,607,3,68,1003.4282265,69
0,1494,1.808574486,173.90081193,73,,3.3823205147,5,1,1,80,,Y,982.48558837,596,8,71,991.48086268,72
1,1495,4.1343598073,128.39209894,7,,4.1612865072,5,2,2,109,,Y,1002.9495333,512,10,50,1016.1050298,51
1,1496,4.067552786,55.502564626,112,,1.5303939721,5,7,0,,,Y,1066.4402012,514,10,49,1073.8432471,50
0,1497,0.7788784477,207.20945731,105,,5.799876802,5,5,2,85,,Y,923.23222344,588,3,83,928.23607817,88
0,1498,0.9388908612,240.40477794,81,,3.2419278652,5,4,2,65,,Y,732.96880136,609,7,69,737.56041536,70
1,1499,1.2071436529,52.712352729,107,,1.2141660619,5,2,0,14,,Y,1023.8039962,517,10,44,1039.0282984,47
0,1500,2.7028459833,165.69164776,10,,4.5245153911,5,1,1,84,,Y,1013.5258209,640,10,77,1014.8976963,78
1,1501,1.5464917538,141.40113842,11,,3.4119157851,5,1,5,94,,Y,921.42635839,532,13,42,924.28344629,43
1,1502,2.2592752988,211.71037699,72,,5.6052946904,5,4,1,87,,Y,891.48453849,499,9,62,909.59477017,63
0,1503,1.5256717493,43.527277887,121,,1.3856794586,5,5,0,16,,Y,955.10323857,556,8,68,967.32609205,68
0,1504,1.2586848333,46.113425777,120,,1.5204246138,5,5,3,10,,Y,610.77781513,585,10,61,628.5450873,62
1,1505,3.422129644,196.76255725,7,,3.9537961019,5,2,4,126,,Y,1092.5331649,475,15,58,1107.5560647,59
0,1506,1.0888999276,264.87532799,75,,1.5688331135,5,2,5,88,,Y,1073.2811503,567,9,74,1075.2559082,77
1,1507,1.1151022811,99.450317936,5,,5.0230020713,5,2,4,104,,Y,1007.2190349,457,9,52,1022.1137793,57
0,1508,1.2128709479,233.23306081,79,,3.0397762285,5,2,3,84,,Y,1023.0472799,600,3,53,1035.3472233,56
1,1509,0.5321855458,203.04368887,13,,5.5736685547,5,3,2,,,Y,1040.5371657,466,5,47,1045.3473222,49
0,1510,0.5858167371,163.80619991,66,,6.1737100395,5,2,1,76,,Y,838.5060765,594,12,56,839.12021144,58
1,1511,1.2372897968,180.90425973,63,,4.4252796688,5,2,3,90,,Y,989.9144663,532,8,38,1008.631332,39
1,1512,0.9572653711,107.05463789,13,,4.7261102584,5,3,5,102,,Y,961.61547606,523,7,52,979.72933454,53
0,1513,0.6761548011,97.604697726,40,,3.4132146609,5,1,3,46,,Y,1048.9582047,591,8,71,1055.4328808,73
0,1514,0.835383467,167.15881509,9,,5.7525851821,5,1,5,133,,Y,787.86533099,620,8,63,799.48452655,66
0,1515,0.8226400521,193.5307238,77,,3.6608350415,5,0,1,,,Y,921.87876474,575,8,57,935.220112,61
0,1516,2.2935883461,52.992756184,128,,1.3165368373,5,2,1,10,,Y,628.98791614,578,10,72,636.02276737,74
1,1517,0.8159359796,207.28161193,6,,4.4473022136,5,1,3,96,,Y,992.54617574,519,11,51,995.38309306,51
0,1518,0.8564101878,140.50161739,,,7.1452283764,5,2,3,82,,Y,1009.3696998,620,6,86,1009.8991734,89
0,1519,0.8843904421,99.223768666,62,,2.9937081591,5,2,2,61,,Y,505.8761361,607,11,79,520.18628505,81
0,1520,2.9031658522,140.78078325,7,,6.4630569494,5,4,3,82,test,Y,1192.7765368,618,5,72,1209.4264109,73
0,1521,0.7559990467,,77,,3.6746028085,5,6,6,72,,Y,730.35856034,629,8,57,747.05611712,60
0,1522,0.6371252179,77.861824903,63,,3.9394186504,5,0,1,90,,Y,654.56002191,609,8,64,657.00360659,65
0,1523,2.0034193698,220.76906031,74,,7.7445224433,5,6,4,,,Y,833.22170616,599,6,78,852.61653121,83
1,1524,0.7703449685,194.61181506,65,,5.1490000615,5,5,2,68,,Y,1003.7695666,498,11,42,1022.4318195,44
0,1525,1.2761233097,175.17771511,91,,2.1831447845,5,5,2,82,,Y,944.13120201,568,8,78,951.61936335,79
0,1526,2.2269105915,228.82450378,83,,1.7861873452,5,1,0,83,,Y,882.58342385,625,13,86,887.51142371,90
1,1527,1.1962044527,90.057332472,15,,5.2130586326,5,3,5,100,,Y,1138.9419981,494,13,54,1144.4383998,54
0,1528,2.7014074602,52.06641591,108,,1.4837877519,5,4,1,10,,Y,711.25440179,596,11,69,721.93281917,70
1,1529,0.8499794344,207.72689498,80,,2.9849094614,5,5,4,67,,Y,926.56534762,486,10,40,928.15525156,41
1,1530,0.7007838368,139.07195863,11,,4.0909668482,5,2,6,109,,Y,965.21874893,501,10,46,978.80332542,47
1,1531,1.3573038301,81.856523727,13,,7.239282056,5,0,4,96,,Y,944.10253091,514,11,62,953.80783222,65
1,1532,0.8674281996,166.0090478,82,,3.7944168682,5,2,2,77,,Y,927.82283454,527,5,54,939.97539381,59
1,1533,3.3200387756,217.299907,107,,5.885861995,,6,1,85,,Y,1064.5573376,524,5,66,1083.7339835,68
1,1534,0.727069241,103.9663032,18,,6.5737207643,5,2,3,107,,Y,1155.3195607,502,14,49,1162.6287419,50
0,1535,0.6505093876,137.0775021,10,,3.3129108536,5,0,2,113,,Y,666.11229527,563,14,74,674.92127829,77
1,1536,0.5842148128,163.52363155,9,,3.2082524604,5,0,3,103,,Y,1019.8364495,508,13,57,1033.1640438,58
1,1537,1.3387277691,166.96577468,85,,2.3567458323,5,3,3,71,,Y,1126.7418274,474,12,53,1137.4995516,54
1,1538,0.9696658624,131.3940837,70,,3.1969527969,5,4,3,70,,Y,899.99543469,472,11,48,906.93669716,50
1,1539,1.7589715735,126.50773643,82,,2.2258934056,5,4,1,70,,Y,905.26274474,541,10,45,912.97522396,47
1,1540,0.7342701209,149.97860052,5,,5.7854971369,5,2,3,99,,Y,1015.8716835,516,8,51,1022.0608841,53
1,1541,1.2152992673,163.87454921,12,,4.9653559156,5,2,5,116,,Y,1039.8402768,462,13,47,1041.6711136,49
1,1542,0.7117862415,,7,,5.5813810088,5,3,1,99,,Y,976.03425702,467,10,46,985.25203094,49
1,1543,4.1415125607,201.87601081,5,,3.0774291775,5,2,7,106,,Y,1019.3912607,496,8,30,1028.2148245,33
1,1544,4.0528212329,170.66659414,8,,5.0382636918,5,0,3,,,Y,1025.4240844,513,12,57,1042.0489547,61
1,1545,0.7378680569,137.30685212,42,,0.0301027122,5,2,3,48,,Y,997.68736166,487,13,54,1008.9201875,54
1,1546,0.7396251414,193.11197112,94,,2.9765075627,5,5,0,92,,Y,1051.9094545,522,6,45,1065.0658664,48
0,1547,0.6999734616,46.237109319,110,,1.2663202791,5,1,1,10,,Y,893.49425849,617,9,67,909.09849042,67
0,1548,1.6304177301,157.37169379,76,,6.4274425384,5,2,5,66,,Y,549.48484165,609,9,81,557.09603858,81
0,1549,0.6986399165,94.890918383,13,,3.6928731913,5,2,2,97,,Y,540.36141556,619,12,68,542.32921522,71
1,1550,1.9351289009,120.8740293,10,,7.2900440232,5,2,3,110,,Y,954.19199315,480,11,46,966.96018901,46
0,1551,2.5751221541,199.7643636,78,,3.1121896721,5,1,5,,,Y,1043.3960228,634,12,80,1049.1706176,81
1,1552,0.8758546899,149.22812053,10,,3.1578458941,5,3,3,86,,Y,936.63984371,522,8,48,952.74307535,50
0,1553,0.695986845,138.32582619,8,,6.5569844268,5,1,6,110,,Y,516.68465263,647,6,76,533.20577432,76
0,1554,1.5462725991,88.575832189,54,,0.1797600447,5,1,5,45,,Y,282.62884544,596,9,60,298.51902606,62
1,1555,0.710311676,184.25164637,89,,2.3287806806,5,0,2,71,,Y,882.25847337,507,24,56,898.14523447,57
0,1556,0.6262910918,120.9185968,6,16.755799727,6.8236463713,5,2,6,94,,Y,892.70160806,603,12,83,893.01031052,83
0,1557,0.9238365617,248.08491308,78,,4.8596007134,5,4,1,76,,Y,648.69921836,583,9,57,650.92353238,57
0,1558,1.9670530974,183.7910438,16,,3.3422936231,5,1,5,99,,Y,691.40881425,614,3,61,705.48367189,64
1,1559,2.5830690749,114.92135208,66,,3.836662091,5,2,2,86,,Y,883.06222458,543,9,50,889.25676641,51
0,1560,1.1935623898,120.46644091,49,,2.6203214561,5,0,3,41,test,Y,685.6267964,612,10,64,691.57604297,65
1,1561,0.6006324976,45.705822949,121,,1.3698948292,5,6,0,4,,Y,1016.3444072,560,10,47,1024.8457391,48
0,1562,0.8993381601,161.09562856,18,,3.988907884,5,4,,86,,Y,629.51295543,553,3,69,630.73677272,72
1,1563,1.7198288068,259.34156944,82,,3.6562325353,5,0,1,82,,Y,993.09923836,510,12,45,994.972133,46
0,1564,0.8996722394,231.37902387,7,,6.9076903598,5,4,5,105,,Y,1103.7369815,585,8,53,1117.5853877,57
1,1565,1.2595038682,89.411812344,52,,0.6650708734,5,3,7,50,,Y,1135.5171047,515,8,45,1137.9357696,47
1,1566,0.7207306207,49.304532325,129,,1.5696202994,5,6,,8,,Y,914.68652433,526,18,52,928.93865333,55
1,1567,3.1428869768,143.39464557,77,,1.7978249191,5,3,0,75,,Y,1176.4874197,507,8,67,1181.2523321,70
1,1568,1.9141184984,102.13800159,8,,4.6337489173,5,1,2,103,,Y,988.80481993,491,5,48,1007.4859222,49
1,1569,1.0632132185,88.842759502,10,,3.6981872428,5,1,3,110,,Y,896.93917894,531,11,50,914.39100561,52
1,1570,3.2036096826,178.26753127,9,,5.1242386685,5,2,6,97,,Y,1107.38246,543,12,45,1112.7469063,49
1,1571,0.6686889897,95.295422425,56,,1.708663338,5,1,3,,,Y,1056.5507083,512,9,60,1067.4961631,65
1,1572,0.729971182,163.31575959,9,,4.2436231842,5,2,4,96,,Y,1049.58875,467,7,45,1050.8870082,47
1,1573,0.7795766545,113.992766,7,,8.3794663117,5,1,4,114,,Y,964.53392862,467,11,66,977.05507088,66
0,1574,0.8231651919,241.51857998,90,,3.5270151319,5,1,2,89,,Y,960.80709486,592,10,58,972.41141889,62
0,1575,0.8364762003,129.0203094,10,,3.8475801692,5,4,4,107,,Y,761.57599494,628,9,62,775.93682687,65
1,1576,1.750582693,118.38505579,13,,5.3019808651,5,0,4,108,,Y,995.18250224,489,17,48,1005.6166763,50
0,1577,0.7969898672,46.865373742,118,,1.5825841309,5,9,0,9,,Y,392.91853316,636,4,77,411.67526422,79
1,1578,0.6008172803,179.56244464,11,,4.9487608336,5,1,6,101,,Y,996.77892546,508,14,40,1014.007787,43
0,1579,2.0507398377,177.49082736,,,3.9411026722,5,2,6,,,Y,718.134762,594,10,74,732.69886207,77
1,1580,1.5790056162,232.15867602,77,,1.1133530624,5,1,2,80,,Y,959.33678404,539,5,44,976.16727525,45
1,1581,0.57366615,245.57615335,89,,3.1331851162,5,4,3,77,,Y,1153.6447824,492,10,53,1157.4411563,55
0,1582,1.0635959884,185.59547749,9,,4.3638828601,5,0,3,,,Y,810.69135537,615,10,74,829.02436203,74
0,1583,0.8817325294,115.26403533,9,,3.2543436262,5,4,3,,,Y,432.98546796,611,6,71,433.55853675,75
1,1584,1.0099054472,199.50960412,79,,2.8568732494,5,4,3,83,,Y,911.33606563,499,11,44,927.65530148,47
1,1585,0.7339780164,156.65083925,8,,4.7279423243,5,3,0,112,,Y,990.5981634,499,6,57,994.98978078,59
0,1586,0.8491066452,150.66249733,6,,5.9627187184,5,3,3,106,,Y,379.68079469,593,7,73,388.19749662,74
1,1587,1.7867026853,48.666870142,117,,1.6426051629,5,3,1,18,,Y,929.69371585,497,4,43,942.04043596,43
0,1588,1.0970783047,273.12933965,76,,4.3896638361,5,5,4,84,,Y,504.72337556,588,4,62,505.50109504,65
1,1589,0.545080078,162.09847002,74,,2.2680434689,5,0,1,76,,Y,1004.5666771,520,10,48,1013.7874571,49
1,1590,2.1515351909,172.49790155,71,,4.6567128003,5,3,5,74,,Y,946.26283552,481,6,52,954.91246203,57
1,1591,1.6695736425,236.94662997,82,,2.7752225945,5,5,1,65,,Y,923.15960542,496,5,49,936.59526884,53
0,1592,0.9070402863,52.444898121,128,,1.3722764085,5,0,2,10,,Y,720.35034172,617,11,79,728.85840875,80
0,1593,1.3131649026,183.48558362,95,,2.3321419998,5,6,1,92,,Y,567.87475434,619,9,78,578.93500197,79
0,1594,0.6703304437,212.57437804,77,,3.4556256533,5,1,0,78,,Y,599.4876927,562,3,80,599.75735209,83
0,1595,1.2593579166,151.02661983,70,,4.0968619672,5,4,3,83,,Y,1201.3700918,594,8,52,1212.7797196,53
1,1596,0.5376608023,134.15451686,12,,6.1388468089,5,1,3,98,,Y,1125.6773219,490,17,45,1140.431818,45
0,1597,4.2126257644,153.12338797,79,,3.667751237,5,3,2,86,,Y,459.73912148,597,8,65,477.29526439,66
1,1598,1.3275587005,243.55084958,82,,4.627262476,5,3,1,65,,Y,983.43859967,518,5,36,984.78843715,36
0,1599,1.3780868229,156.90891823,81,,3.3267244115,5,2,3,85,,Y,1000.1281191,556,5,62,1015.8552802,65
1,1600,0.616267016,130.47296961,5,,5.0894176013,5,3,2,91,,Y,1088.6364211,494,11,61,1103.6244529,61
0,1601,0.6831254566,242.47754081,68,,2.0376631327,5,2,1,77,,Y,884.00632287,624,11,73,890.43023679,77
0,1602,1.0047260304,251.41960069,84,,4.4146015603,5,4,1,88,,Y,692.42776174,609,3,71,696.26218047,75
0,1603,1.5629385969,281.73632998,95,,2.6316484197,5,4,2,77,,Y,980.59911338,627,8,75,996.36265541,76
0,1604,4.4313263694,136.57521139,2,,6.1662709005,5,0,6,104,,Y,787.433057,626,8,48,795.04939518,49
0,1605,0.6434591605,185.10630974,76,,4.7082878894,5,2,3,98,,Y,635.26380377,633,9,81,643.98581849,85
0,1606,1.4249866665,174.24236666,12,,4.4709327312,5,2,3,97,,Y,435.4922254,599,9,66,447.22739044,70
0,1607,0.6646915974,228.73377477,94,,1.8793396316,5,0,1,87,,Y,1041.6519865,584,10,81,1044.1237233,88
1,1608,1.2360918101,116.20755062,16,,5.8866273024,5,2,4,84,test,Y,1036.2820781,484,14,46,1045.6168523,47
0,1609,0.8548320786,,56,,5.993336526,5,1,4,,,Y,893.77359234,619,4,76,912.75405573,77
0,1610,1.9982552647,259.3550808,82,,3.4370472298,5,3,0,84,,Y,566.09015448,571,9,72,569.14003678,72
1,1611,1.5409368354,210.32318581,93,,1.3099695898,5,3,0,80,,Y,1001.2051709,493,12,58,1008.4315966,62
0,1612,0.8935864793,51.832843631,118,,1.4188396983,5,3,0,9,,Y,657.58728894,598,13,61,670.62078082,63
0,1613,0.9305544477,89.089946878,52,,2.867809453,5,0,2,59,,Y,958.06064571,582,8,63,961.41713944,65
0,1614,0.7885954165,254.49370732,72,,5.3091057598,5,5,3,105,,Y,769.12327414,580,7,88,782.69005848,89
1,1615,1.4541640111,86.816916552,42,,4.6657430713,5,0,4,40,,Y,921.62983014,526,10,45,934.03262012,48
1,1616,0.6527690808,266.66484804,73,,4.4948212314,5,0,6,71,,Y,970.99920698,487,10,50,980.25160568,50
1,1617,0.8332598094,161.93517169,16,,3.0339516337,5,1,,92,,Y,947.11080975,524,6,49,960.55218918,55
1,1618,1.643235099,189.11357742,12,,6.0771118773,5,1,2,91,,Y,1026.9687673,527,6,38,1031.7490885,40
0,1619,1.4368325052,69.83633046,6,,7.8383055576,5,0,3,108,,Y,626.11602172,617,10,50,643.13434706,50
0,1620,0.7431893104,110.94035772,12,,7.2286387042,5,2,2,,,Y,1005.3320668,584,12,84,1022.5134835,86
0,1621,0.8707556525,108.52866908,10,,3.3491738343,5,3,3,84,,Y,791.34233145,583,8,63,798.3158358,64
0,1622,1.635672787,154.23130885,49,,2.7835348759,5,5,2,,,Y,452.46989466,633,5,67,454.52486774,73
0,1623,1.1738228483,253.52981575,86,,1.0650421587,5,2,2,101,,Y,792.44034683,603,8,63,800.86096898,67
0,1624,4.4546325178,203.5963158,73,,7.5967716614,5,1,0,78,,Y,780.61416421,580,9,66,789.02768506,71
0,1625,2.6716328072,191.583081,83,,3.8334403827,5,1,1,71,,Y,1224.1226669,573,9,79,1225.5464134,83
1,1626,0.7389006487,232.57326512,82,,2.8878815292,5,5,1,91,,Y,1043.7291899,532,11,57,1054.2673468,58
1,1627,4.4215888236,47.900711751,126,,1.3299136706,5,1,0,8,,Y,1092.2935462,527,13,48,1096.7973752,51
0,1628,0.711562166,264.7359999,77,,1.9303389194,5,1,1,98,,Y,611.97851686,564,2,68,627.40986402,71
0,1629,0.9874211539,120.83544063,12,,5.2110633473,5,1,2,97,,Y,917.39884783,566,7,78,935.92308014,81
1,1630,0.5273758065,172.46595008,97,,4.2366700834,5,1,3,82,,Y,1104.5579057,512,12,44,1110.0264251,48
0,1631,0.9759482136,63.899368208,48,,1.4356035209,5,1,5,52,,Y,753.40786673,587,9,73,762.17705322,75
1,1632,2.1503022477,127.51409518,16,,6.8423434235,5,0,3,119,,Y,1052.5501363,525,12,52,1072.5469807,54
1,1633,1.0334603646,113.67142773,11,,2.9213410348,5,1,5,111,,Y,1028.5520681,502,7,39,1029.713586,41
0,1634,2.308704745,146.3992729,9,,5.1338003873,5,0,1,115,,Y,428.45924118,624,7,67,429.93328838,67
0,1635,0.7732719167,218.56271438,15,,3.9651229539,5,3,3,112,,Y,709.76203477,620,8,58,711.11753845,60
1,1636,4.6566001809,157.24291698,8,,7.7607085358,5,6,2,102,,Y,1055.4206161,455,8,65,1061.6844776,67
1,1637,1.8125174163,136.7034122,12,,2.1093174466,5,1,4,114,,Y,968.54240768,511,13,47,984.78115435,50
0,1638,0.8339404871,93.282577853,15,,4.800193469,5,1,3,98,,Y,986.27853159,611,5,72,1002.6065285,77
0,1639,0.9589035783,84.137083709,53,,0.8008042133,5,0,3,59,,Y,599.59827742,592,2,63,612.84771958,64
0,1640,1.1067845443,157.42588078,89,,2.7980655136,5,1,1,84,,Y,1183.7317352,601,11,74,1186.875742,76
1,1641,1.7419370759,172.38037299,73,,2.5674635389,5,3,3,90,,Y,1129.4867282,529,15,53,1146.5275061,56
1,1642,0.9440101301,99.691310901,5,,5.175141563,5,0,3,107,,Y,1010.9745616,470,7,54,1022.4672539,59
0,1643,0.8777947993,193.15926756,83,,2.8753858736,5,1,2,80,,Y,774.18969371,576,10,79,789.16479143,81
1,1644,1.819857397,173.17971761,73,,2.3211774464,5,1,1,92,,Y,1094.1848945,520,9,55,1105.8277261,56
1,1645,0.5870517996,181.41796559,13,,6.0314889529,5,2,2,111,,Y,1034.897797,496,10,50,1039.016335,51
1,1646,0.5684236526,134.29888071,12,,4.2592762933,5,6,2,110,,Y,1066.8832778,537,6,46,1071.2718616,52
1,1647,1.3389050988,230.23213293,74,,2.8479896732,5,4,4,76,,Y,923.32399397,498,13,44,931.3395357,46
0,1648,1.4797014969,148.27618904,73,,3.4677094472,5,4,4,74,,Y,963.56674077,599,9,75,975.9829133,76
1,1649,1.6814106615,74.883139134,15,,4.3374039451,5,2,6,106,,Y,1003.5736428,543,10,52,1013.7129161,52
0,1650,1.8194077913,103.32734565,5,,8.4857902653,5,2,8,106,,Y,697.59295758,593,11,75,706.5230567,77
1,1651,3.3821638329,54.008520546,124,,1.421809187,5,2,1,,,Y,1015.0958567,509,12,48,1016.4909666,51
1,1652,0.7601107411,222.49715477,87,,2.5474660618,5,3,3,82,,Y,1011.6630424,536,8,52,1016.1727879,54
1,1653,1.9893922525,178.78166523,9,,4.1117659149,5,3,4,90,,Y,1176.1629046,533,10,49,1195.1560551,49
1,1654,0.5770469039,189.3654172,78,,3.0908043766,5,3,6,82,,Y,1047.7901325,496,7,39,1064.9613314,41
0,1655,1.1738796741,174.85836384,81,,3.0916617181,5,4,0,82,,Y,712.38521065,534,13,65,726.76873197,68
